iterations,sampled,rrgsize,movement,remaining,total,time
52,2935,2602,60.05001,30.478128,90.52814,9883.35216
48,2747,2402,60.05001,23.463587,83.513596,9522.547439
43,2470,2152,60.05001,22.48648,82.53649,9344.011228
41,2366,2052,57.75,24.50541,82.25541,7937.536545
46,2593,2302,57.75,22.231146,79.98115,8612.876781
42,2453,2102,57.75,22.030165,79.78017,8090.310345
38,2295,1902,57.450005,23.477428,80.92743,7227.611543
27,1720,1352,57.450005,0,57.450005,5681.313093
38,2240,1902,57.450005,23.377092,80.827095,7080.867945
59,3268,2952,55.800007,24.271368,80.07137,12359.615071
42,2411,2102,55.800007,20.289469,76.08948,8494.885258
34,1988,1702,55.800007,0,55.800007,6563.412963
40,2390,2002,56.249992,18.655245,74.905235,8135.325647
41,2523,2052,56.249992,23.69817,79.948166,8627.334519
36,2533,1802,56.249992,23.639555,79.88955,7203.307723
38,2183,1902,59.80001,20.004076,79.804085,7213.026013
43,2505,2152,59.80001,23.206827,83.006836,8848.035214
41,2328,2052,59.80001,24.781635,84.58165,8415.637579
26,1551,1302,59.35,19.137016,78.487015,5815.898341
42,2458,2102,59.35,18.635122,77.98512,7716.228026
34,1985,1702,59.35,19.534431,78.88443,6639.734626
34,2258,1702,56.6,24.6229,81.2229,6718.45969
38,2284,1902,56.6,21.44824,78.04824,7358.134105
21,1352,1052,56.6,0,56.6,5180.541993
24,1425,1202,56.15,24.699854,80.84985,5226.846183
34,1973,1702,56.15,0,56.15,6712.000077
43,2572,2152,56.15,25.651924,81.801926,8591.158531
35,1987,1752,61.050014,20.930109,81.980125,6718.525877
47,2711,2352,61.050014,0,61.050014,8617.207272
45,2635,2252,61.050014,20.29344,81.34345,8744.384345
37,2216,1852,55.999996,24.32871,80.328705,7607.335978
23,1390,1152,55.999996,23.648245,79.64824,5724.106073
36,2177,1802,55.999996,25.385048,81.38504,7417.075965
38,2137,1902,52.499992,22.297459,74.797455,7974.018869
39,2215,1952,52.499992,20.39967,72.89966,7391.979101
27,1621,1352,52.499992,20.99462,73.49461,5578.863451
32,1916,1602,55.699993,22.848246,78.54824,6326.836404
39,2330,1952,55.699993,24.509586,80.20958,7242.518384
32,1841,1602,55.699993,19.643513,75.343506,6439.039975
58,3272,2902,58.65004,22.38425,81.03429,11086.48447
41,2319,2052,58.65004,19.959322,78.60936,8112.21162
32,1919,1602,58.65004,22.926584,81.57662,6251.88576
32,1894,1602,54.050003,24.7167,78.7667,6228.768523
34,1933,1702,54.050003,25.08508,79.135086,6783.692659
38,2258,1902,54.050003,26.258856,80.30886,8072.475778
39,2281,1952,48.1,24.191195,72.29119,7622.458263
42,2451,2102,48.1,24.098291,72.19829,7947.428706
48,2760,2402,48.1,24.97974,73.07974,9059.179454
37,2387,1852,58.650005,24.357958,83.007965,7298.964577
44,2512,2202,58.650005,0,58.650005,7822.507881
36,2106,1802,58.650005,19.347094,77.9971,6835.141471
30,1897,1502,55.949997,24.876757,80.82675,5952.143428
43,2516,2152,55.949997,21.345003,77.295,8951.387677
35,2078,1752,55.949997,25.218792,81.16879,7003.57389
