iterations,sampled,rrgsize,movement,remaining,total,time
36,19403,1801,25.273851,0,25.273851,7580.238333
35,20330,1752,21.6432,0.72558767,22.368788,7083.562341
39,21449,1951,30.0705,0.15137132,30.22187,7387.498385
41,22225,2051,28.509586,1.2550864,29.764673,8483.762943
35,18951,1751,26.138391,3.6997871,29.838179,6883.194712
34,19535,1701,28.195333,0,28.195333,7386.155045
34,19327,1702,30.742785,0.1678583,30.910643,6295.860392
33,18320,1651,36.012592,0,36.012592,5663.740316
39,20522,1951,29.946892,0,29.946892,8236.331136
34,18993,1701,29.264141,0,29.264141,6516.354211
